Действующий;Тип;Название;Город;Индекс;"Индекс RU";"Код страны";Страна;КТА;Превышение;Принадлежность;Международный;Email;Web-сайт;Примечание
Недействующий;Аэродром;Роман;;ZD3Y;ЗД3Ы;UU-RUSSIA;Россия;"N68.48681° E155.13670°";20;ГА;;;;
Недействующий;Аэродром;Романовка;;ZD2H;ЗД2Х;UU-RUSSIA;Россия;"N43.24333° E132.45267°";32;МО;;;;
Недействующий;Аэродром;Романовка;;ZDD3;ЗДД3;UU-RUSSIA;Россия;"N53.20357° E112.75438°";927;ГА;;;;"Горный. Оператор: нет данных."
Действующий;Аэродром;Романовка;;ZF02;ЗФ02;UR-RUSS/KZKST;Казахстан;"N50.82402° E071.36858°";367;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Романово;;ZCG1;ЗЦГ1;UU-RUSSIA;Россия;"N56.66728° E039.24278°";173;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Романовская;;XRRW;ЬРРВ;UU-RUSSIA;Россия;"N47.52970° E042.03147°";18;ДОСААФ;;l.i.dikiysergey@mail.ru;;"Оператор: Волгодонский АСК ДОСААФ России. ОПРС: 1200-""АЗ""."
Недействующий;Аэродром;Ромашки;;ZAG1;ЗАГ1;UU-RUSSIA;Россия;"N60.70897° E029.81000°";19;ГА;;;;"Ленинградская область. Площадка АХР. Магнитное склонение: +9.9°"
Недействующий;Аэродром;Ромашки;;ZBK5;ЗБК5;UK-UKRAINE;Украина;"N49.73545° E030.55373°";0;ГА;;;;"Площадка АХР. Состояние ИВПП и РД на июль 2013 удовлетворительное. На РД имеются отдельные выбоины."
Действующий;Вертодром;Ромашково;;HEY5;ХЕЫ5;UU-RUSSIA;Россия;"N55.72305° E037.32292°";195;МЧС;;;;"Оператор: нет данных."
Действующий;Вертодром;Росляково;;HCJ9;ХЦЙ9;UU-RUSSIA;Россия;"N69.05527° E033.22340°";10;МО;;;;
Недействующий;Вертодром;Россошное;;XMHR;ЬМХР;UM-RUSS/BELRS;Беларусь;"N54.16877° E028.24588°";183;МО;;;;
Недействующий;Аэродром;Россошь;;ZAG3;ЗАГ3;UU-RUSSIA;Россия;"N50.20382° E039.49578°";90;ГА;;;;"Оператор: нет данных. Состояние ГВПП не известно."
Недействующий;Аэродром;Россь;;XMMR;ЬММР;UM-RUSS/BELRS;Беларусь;"N53.30360° E024.36780°";160;МО;;;;"Бывший военный аэродром МО СССР. Гражданский индекс: UMMR / УММР."
Действующий;Вертодром;Ростилово;;HF0A;ХФ0А;UU-RUSSIA;Россия;"N58.78983° E040.25347°";194;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;Ростов;;HA4G;ХА4Г;UU-RUSSIA;Россия;"N57.20357° E039.33395°";100;МО;;;;
Действующий;Аэродром;Ростов-на-Дону;;URRR;УРРР;UU-RUSSIA;Россия;"N47.25825° E039.81800°";85;ГА;Международный;;;"Нкр.=(600-900)м. "
Действующий;Аэродром;Ростовка;;ZBI5;ЗБИ5;UR-RUSS/KZKST;Казахстан;"N50.07425° E072.69867°";503;АОН;;;;Горный.
Недействующий;Аэродром;Ростоши;;ZAG4;ЗАГ4;UU-RUSSIA;Россия;"N51.60205° E040.88317°";160;ГА;;;;
Недействующий;Аэродром;Ротмистровка;;ZCC8;ЗЦЦ8;UK-UKRAINE;Украина;"N49.13780° E031.68657°";196;МО;;;;"Бывший учебный аэродром КВЛУ ГА, ныне заброшен. С западной стороны ВПП участок около 500 м расчищен, предположительно используется автогонщиками. ИВПП и РД часто используются сельхозтехникой во время полевых работ."
Действующий;Вертодром;Ротор;;HEM5;ХЕМ5;UU-RUSSIA;Россия;"N60.46495° E073.15125°";75;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;Ротор-200;;HBW9;ХБВ9;UU-RUSSIA;Россия;"N59.03398° E071.72443°";85;ГА;;;;
Действующий;Вертодром;Ротор-743;;HG3D;ХГ3Д;UU-RUSSIA;Россия;"N62.21208° E067.42473°";123;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Ротор-93;;USRT;УСРТ;UU-RUSSIA;Россия;"N63.15602° E072.20938°";100;ГА;;;;
Недействующий;Аэродром;Рочегда;;ZE9G;ЗЕ9Г;UU-RUSSIA;Россия;"N62.68135° E043.39687°";34;ГА;;;;"Бывший аэродром МВЛ-2. Состояние ГВПП не известно."
Недействующий;Аэродром;Рощино;;UHWR;УХВР;UU-RUSSIA;Россия;"N45.90358° E134.87825°";137;ГА;;;;"Бывший аэропорт МВЛ-2. Имел ОПРС:325 ""ТД"", обслуживающая ППМ на ВТ."
Действующий;Аэродром;Рощино;Тюмень;USTR;УСТР;UU-RUSSIA;Россия;"N57.17695° E065.32333°";116;ГА;Международный;;http://www.tjm.aero/;
Недействующий;Вертодром;Ррс-45;;HBX1;ХБЬ1;UU-RUSSIA;Россия;"N66.35537° E077.94577°";15;;;;;
Недействующий;Вертодром;РРС-602;;HBX2;ХБЬ2;UU-RUSSIA;Россия;"N66.40583° E076.55222°";58;ГА;;;;"Точка на проверке."
Действующий;Вертодром;РРС-603;;HBX3;ХБЬ3;UU-RUSSIA;Россия;"N66.38677° E076.08573°";71;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;РРС-604;;HBX4;ХБЬ4;UU-RUSSIA;Россия;"N66.21717° E075.28055°";82;ГА;;;;
Действующий;Вертодром;РРС-741;;HBX5;ХБЬ5;UU-RUSSIA;Россия;"N65.70532° E077.32303°";40;ГА;;;;
Действующий;Вертодром;РРС-746;;HBX6;ХБЬ6;UU-RUSSIA;Россия;"N66.69238° E077.96748°";37;ГА;;;;"Ямало-Ненецкий автономный округ, Россия."
Действующий;Аэродром;Ртищево;;XWPR;ЬВПР;UU-RUSSIA;Россия;"N52.29732° E043.72428°";200;МО;;;;"Оператор: ВВС России. Дислоцируется 666-й УАП Балашовского УАЦ подготовки лётного состава. Нкр.=(300)м. ДПРС:305-""OO/QJ"". БПРС:625-""O/Q"". ВС до 120 тонн. В н.в.  здесь обучают курсантов 3-го и 4-го курса на самолётах Л-410УВП-Э."
Недействующий;Аэродром;Рубановка;;ZBB1;ЗББ1;UK-UKRAINE;Украина;"N46.99527° E034.13457°";77;ГА;;;;"Бывшая площадка АХР. Данные о состоянии ВПП отсутствуют."
Недействующий;Вертодром;Рубино;;HE4R;ХЕ4Р;UU-RUSSIA;Россия;"N57.13354° E088.73578°";137;ГА;;;;
Недействующий;Вертодром;Рубрынь;;XMHT;ЬМХТ;UM-RUSS/BELRS;Беларусь;"N51.85857° E027.48882°";134;МО;;;;
Действующий;Вертодром;Рубцовск;;HBX7;ХБЬ7;UU-RUSSIA;Россия;"N51.51565° E081.16777°";220;МО;;;;"Алтайский край, Россия."
Недействующий;Аэродром;Рубцовск;;UNBR;УНБР;UU-RUSSIA;Россия;"N51.58962° E081.20460°";216;ГА;;;;"Алтайский Край, Россия."
Недействующий;Аэродром;Рудка-Червинская;;ZE69;ЗЕ69;UK-UKRAINE;Украина;"N51.56008° E025.33000°";161;ГА;;;;"Площадка АХР."
Недействующий;Вертодром;"Рудник им. Матросова";;UHGM;УХГМ;UU-RUSSIA;Россия;"N61.62794° E147.86190°";836;ГА;;;;"Горный. Расположен рядом с Испытательной ЗИФ."
Действующий;Вертодром;"Рудник Сопка Кварцевая";;HE2E;ХЕ2Е;UU-RUSSIA;Россия;"N62.49691° E159.76425°";364;ГА;;;;
Недействующий;Аэродром;"Рудное Село";;ZC1L;ЗЦ1Л;UK-UKRAINE;Украина;"N49.50597° E029.72998°";208;ГА;;;;"Бывшая площадка АХР.
Состояние ВПП не известно."
Недействующий;Аэродром;Рудня;;ZB4V;ЗБ4Ж;UK-UKRAINE;Украина;"N49.37233° E027.53145°";310;ГА;;;;"Площадка АХР. ВПП находится в хорошем состоянии."
Недействующий;Аэродром;Рудня;;ZC6U;ЗЦ6У;UU-RUSSIA;Россия;"N54.95280° E031.03310°";200;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Ружаны-1;;XMNR;ЬМНР;UM-RUSS/BELRS;Беларусь;"N52.77583° E024.88700°";0;МО;;;;
Недействующий;Аэродром;Ружин;;ZB58;ЗБ58;UK-UKRAINE;Украина;"N49.69285° E029.19698°";246;ГА;;;;"Житомирская область, Украина. Площадка АХР."
Недействующий;Аэродром;Русилово;;ZAG7;ЗАГ7;UU-RUSSIA;Россия;"N54.60953° E031.92497°";223;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Русполимет;;HH85;ХХ85;UU-RUSSIA;Россия;"N55.42051° E042.52914°";100;АОН;;sales@ruspolymet.ru;http://ruspolymet.ru;"Владелец ПП: ПАО ""Русполимет"". АНППП зарегистрирован в МТУ ВТ ЦР ФАВТ в фев 2017."
Действующий;Аэродром;Русская;;ZE3C;ЗЕ3Ц;UU-RUSSIA;Россия;"N45.15430° E041.81082°";253;АОН;;stavgask@mail.ru;http://www.stav-sky.ru/;"Оператор: нет данных."
Недействующий;Вертодром;"Русская Гавань";;HA4H;ХА4Х;UU-RUSSIA;Россия;"N76.21523° E062.71320°";46;МО;;;;"Архипелаг ""Новая Земля""."
Действующий;Вертодром;"Русская Охота";;HD4K;ХД4К;UU-RUSSIA;Россия;"N53.50555° E050.05975°";54;ГА;;;;"Оператор: нет данных. ВП маркирована."
Недействующий;Аэродром;"Русский Камешкир";;ZAG8;ЗАГ8;UU-RUSSIA;Россия;"N52.85975° E046.11737°";231;ГА;;;;
Недействующий;Аэродром;"Русский Кукмор";;ZED9;ЗЕД9;UU-RUSSIA;Россия;"N56.67237° E048.11982°";106;ГА;;;;"Бывшая площадка АХР."
Действующий;Вертодром;Русскинская;;HE94;ХЕ94;UU-RUSSIA;Россия;"N62.15325° E073.59147°";50;ГА;;;;
Действующий;Вертодром;Русскинские;;HB2D;ХБ2Д;UU-RUSSIA;Россия;"N60.70682° E073.79818°";67;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Русское Макулово";;HC68;ХЦ68;UU-RUSSIA;Россия;"N55.58342° E048.70482°";92;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Русь;Завидово;UUEP;УУЕП;UU-RUSSIA;Россия;"N56.51015° E036.24183°";126;ФСБ;;;;"Оператор:  ФСО России. 
Структурно находится в запретной зоне UUP64."
Недействующий;Вертодром;Ручей;Геленджик;HGC6;ХГЦ6;UU-RUSSIA;Россия;"N44.58489° E038.02629°";6;АОН;;delphinus412@gmail.com;нет;"Оператор: нет данных. * При снижении интенсивности воздушного движения, как правило, в ОЗП органы ОВД а/д ""Геленджик"" объединяются в один пункт ""Вышка"". Частота при этом не меняется."
Действующий;Вертодром;"Ручей Заросший";;HGU0;ХГУ0;UU-RUSSIA;Россия;"N53.18212° E156.88070°";259;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Ручей Змеиный";;HH4P;ХХ4П;UU-RUSSIA;Россия;"N49.29058° E130.46283°";278;ГА;;;;
Действующий;Вертодром;"Ручей Ивановский";;HGB5;ХГБ5;UU-RUSSIA;Россия;"N48.61527° E135.63278°";165;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Ручей Соколовский";;HH4Q;ХХ4Я;UU-RUSSIA;Россия;"N49.19265° E130.75517°";360;ГА;;;;
